order_id,order_date,customer_id,customer_segment,channel,product_name,sku_id,category,quantity,unit_price,discount_amount,revenue,cogs,gross_margin,city,state,payment_method,order_status,return_reason,carrier,shipping_days,promised_delivery_date,actual_delivery_date
ORD-13941,2023-09-13,CUST-10357,Loyal,Amazon Marketplace,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,3,3077.53,282.25,8385.84,4616.3,3769.54,Pune,Maharashtra,UPI,Cancelled,,Ekart,5,2023-09-18,2023-09-18
ORD-13942,2023-09-14,CUST-10593,Loyal,Direct Website,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,3,424.17,0.0,1272.51,445.38,827.13,Hyderabad,Telangana,Debit Card,Delivered,,DTDC,7,2023-09-20,2023-09-21
ORD-13943,2023-09-14,CUST-10536,Loyal,Organic Search,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,2099.47,193.75,5717.16,2519.36,3197.8,Ahmedabad,Gujarat,Debit Card,Delivered,,Delhivery,6,2023-09-18,2023-09-20
ORD-13944,2023-09-14,CUST-12259,New,Flipkart Marketplace,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,2006.03,370.92,4905.33,2407.24,2498.09,Mumbai,Maharashtra,Credit Card,Refunded,Wrong item delivered,Ekart,5,2023-09-19,2023-09-19
ORD-13945,2023-09-14,CUST-13412,At-Risk,Direct Website,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,1,1961.82,0.0,1961.82,980.91,980.91,Surat,Gujarat,Credit Card,Delivered,,Delhivery,2,2023-09-18,2023-09-16
ORD-13946,2023-09-14,CUST-10524,Loyal,Flipkart Marketplace,Portable Charger 20k,SKU-CHG-008,Electronics,2,2292.78,0.0,4585.56,2430.35,2155.21,Hyderabad,Telangana,UPI,Delivered,,DTDC,4,2023-09-20,2023-09-18
ORD-13947,2023-09-15,CUST-10089,Loyal,Direct Website,Wireless Earbuds Pro,SKU-EAR-001,Electronics,3,3317.02,0.0,9951.06,5174.55,4776.51,Delhi,Delhi,Net Banking,Delivered,,XpressBees,4,2023-09-18,2023-09-19
ORD-13948,2023-09-15,CUST-11778,New,Google Ads,Fitness Tracker X2,SKU-FIT-002,Electronics,1,4442.91,0.0,4442.91,2132.6,2310.31,Chennai,Tamil Nadu,Credit Card,Delivered,,XpressBees,4,2023-09-18,2023-09-19
ORD-13949,2023-09-15,CUST-10916,Returning,Instagram Ads,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,2,389.81,0.0,779.62,272.87,506.75,Chennai,Tamil Nadu,Cash on Delivery,Delivered,,XpressBees,3,2023-09-18,2023-09-18
ORD-13950,2023-09-15,CUST-10781,Returning,Direct Website,Mechanical Keyboard,SKU-KEY-004,Electronics,1,12617.86,0.0,12617.86,6939.82,5678.04,Mumbai,Maharashtra,Credit Card,Delivered,,Ekart,2,2023-09-20,2023-09-17
ORD-13951,2023-09-15,CUST-10606,Loyal,Instagram Ads,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,3,559.54,35.11,1573.29,587.52,985.77,Kolkata,West Bengal,Debit Card,Cancelled,,DTDC,8,2023-09-21,2023-09-23
ORD-13952,2023-09-16,CUST-10886,Returning,Flipkart Marketplace,Yoga Mat Premium,SKU-YOG-006,Fitness,3,904.15,50.06,2562.27,1030.73,1531.54,Mumbai,Maharashtra,Credit Card,Cancelled,,XpressBees,3,2023-09-19,2023-09-19
ORD-13953,2023-09-16,CUST-10235,Loyal,Google Ads,Portable Charger 20k,SKU-CHG-008,Electronics,1,3547.63,0.0,3547.63,1880.24,1667.39,Delhi,Delhi,Credit Card,Delivered,,BlueDart,3,2023-09-18,2023-09-19
ORD-13954,2023-09-16,CUST-11294,Returning,Email Campaign,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,3,1311.41,302.92,3025.47,1967.12,1058.35,Hyderabad,Telangana,Credit Card,Delivered,,Delhivery,5,2023-09-20,2023-09-21
ORD-13955,2023-09-17,CUST-12894,At-Risk,Google Ads,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,2,3342.47,0.0,6684.94,3342.47,3342.47,Pune,Maharashtra,Debit Card,Delivered,,DTDC,4,2023-09-23,2023-09-21
ORD-13956,2023-09-17,CUST-12802,At-Risk,Instagram Ads,Wireless Earbuds Pro,SKU-EAR-001,Electronics,3,1731.31,0.0,5193.93,2700.84,2493.09,Chennai,Tamil Nadu,Credit Card,Refunded,Better price elsewhere,Delhivery,5,2023-09-21,2023-09-22
ORD-13957,2023-09-17,CUST-11863,New,Organic Search,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,1,670.01,0.0,670.01,234.5,435.51,Chennai,Tamil Nadu,Net Banking,Delivered,,DTDC,4,2023-09-23,2023-09-21
ORD-13958,2023-09-17,CUST-10672,Loyal,Organic Search,Coffee Grinder Mini,SKU-COF-009,Kitchen,1,4448.42,242.34,4206.08,1779.37,2426.71,Bengaluru,Karnataka,UPI,Delivered,,DTDC,6,2023-09-23,2023-09-23
ORD-13959,2023-09-17,CUST-12819,At-Risk,Direct Website,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,1904.42,0.0,5713.26,2285.3,3427.96,Hyderabad,Telangana,Cash on Delivery,Cancelled,,DTDC,7,2023-09-23,2023-09-24
ORD-13960,2023-09-18,CUST-11457,New,Instagram Ads,Fitness Tracker X2,SKU-FIT-002,Electronics,3,4176.16,0.0,12528.48,6013.67,6514.81,Bengaluru,Karnataka,Cash on Delivery,Returned,Changed mind,XpressBees,5,2023-09-21,2023-09-23
ORD-13961,2023-09-18,CUST-10982,Returning,Organic Search,Wireless Earbuds Pro,SKU-EAR-001,Electronics,1,4725.69,0.0,4725.69,2457.36,2268.33,Delhi,Delhi,UPI,Delivered,,BlueDart,4,2023-09-20,2023-09-22
ORD-13962,2023-09-18,CUST-10490,Loyal,Google Ads,Coffee Grinder Mini,SKU-COF-009,Kitchen,1,4565.2,512.03,4053.17,1826.08,2227.09,Bengaluru,Karnataka,UPI,Delivered,,BlueDart,3,2023-09-20,2023-09-21
ORD-13963,2023-09-18,CUST-11952,New,Organic Search,Fitness Tracker X2,SKU-FIT-002,Electronics,2,5350.65,0.0,10701.3,5136.62,5564.68,Ahmedabad,Gujarat,Debit Card,Returned,Wrong item delivered,Ekart,5,2023-09-23,2023-09-23
ORD-13964,2023-09-18,CUST-12170,New,Google Ads,Yoga Mat Premium,SKU-YOG-006,Fitness,1,2121.26,0.0,2121.26,806.08,1315.18,Bengaluru,Karnataka,UPI,Delivered,,Delhivery,4,2023-09-22,2023-09-22
ORD-13965,2023-09-18,CUST-11141,Returning,Google Ads,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,1882.86,0.0,5648.58,2259.43,3389.15,Pune,Maharashtra,UPI,Refunded,Size/fit issue,DTDC,6,2023-09-24,2023-09-24
ORD-13966,2023-09-19,CUST-10493,Loyal,Direct Website,Portable Charger 20k,SKU-CHG-008,Electronics,3,3963.93,0.0,11891.79,6302.65,5589.14,Chennai,Tamil Nadu,Credit Card,Delivered,,DTDC,7,2023-09-25,2023-09-26
ORD-13967,2023-09-19,CUST-10671,Loyal,Google Ads,Yoga Mat Premium,SKU-YOG-006,Fitness,3,1250.3,0.0,3750.9,1425.34,2325.56,Delhi,Delhi,Debit Card,Delivered,,XpressBees,5,2023-09-22,2023-09-24
ORD-13968,2023-09-19,CUST-11327,Returning,Direct Website,Mechanical Keyboard,SKU-KEY-004,Electronics,2,10086.32,0.0,20172.64,11094.95,9077.69,Mumbai,Maharashtra,UPI,Refunded,Wrong item delivered,DTDC,8,2023-09-25,2023-09-27
ORD-13969,2023-09-19,CUST-10385,Loyal,Direct Website,Portable Charger 20k,SKU-CHG-008,Electronics,2,2044.35,0.0,4088.7,2167.01,1921.69,Mumbai,Maharashtra,Cash on Delivery,Refunded,Size/fit issue,BlueDart,4,2023-09-21,2023-09-23
ORD-13970,2023-09-19,CUST-10888,Returning,Instagram Ads,Smart LED Bulb,SKU-LED-007,Smart Home,2,1313.85,202.2,2223.3,1103.63,1119.67,Bengaluru,Karnataka,UPI,Delivered,,XpressBees,4,2023-09-22,2023-09-23
ORD-13971,2023-09-19,CUST-10072,Loyal,Direct Website,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,2158.66,355.12,5410.62,2590.39,2820.23,Delhi,Delhi,UPI,Processing,,DTDC,8,2023-09-25,2023-09-27
ORD-13972,2023-09-20,CUST-12211,New,Organic Search,Yoga Mat Premium,SKU-YOG-006,Fitness,2,2193.98,0.0,4387.96,1667.42,2720.54,Delhi,Delhi,UPI,Delivered,,DTDC,9,2023-09-26,2023-09-29
ORD-13973,2023-09-20,CUST-10659,Loyal,Instagram Ads,Running Shoes V3,SKU-RUN-010,Footwear,2,8373.9,0.0,16747.8,7536.51,9211.29,Kolkata,West Bengal,Cash on Delivery,Returned,Changed mind,DTDC,6,2023-09-26,2023-09-26
ORD-13974,2023-09-20,CUST-10814,Returning,Instagram Ads,Portable Charger 20k,SKU-CHG-008,Electronics,2,4681.93,318.57,8726.72,4962.85,3763.87,Bengaluru,Karnataka,Cash on Delivery,Delivered,,DTDC,8,2023-09-26,2023-09-28
ORD-13975,2023-09-20,CUST-12626,New,Direct Website,Wireless Earbuds Pro,SKU-EAR-001,Electronics,2,6903.49,480.88,12845.22,7179.63,5665.59,Delhi,Delhi,UPI,Cancelled,,XpressBees,3,2023-09-23,2023-09-23
ORD-13976,2023-09-20,CUST-10684,Loyal,Flipkart Marketplace,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,3,666.34,66.59,1799.25,699.66,1099.59,Delhi,Delhi,Debit Card,Shipped,,BlueDart,3,2023-09-22,2023-09-23
ORD-13977,2023-09-21,CUST-10900,Returning,Direct Website,Portable Charger 20k,SKU-CHG-008,Electronics,2,4065.33,735.23,6660.2,4309.25,2350.95,Bengaluru,Karnataka,UPI,Shipped,,Ekart,3,2023-09-26,2023-09-24
ORD-13978,2023-09-21,CUST-10510,Loyal,Organic Search,Fitness Tracker X2,SKU-FIT-002,Electronics,3,3011.37,197.0,8443.11,4336.37,4106.74,Delhi,Delhi,UPI,Delivered,,DTDC,9,2023-09-27,2023-09-30
ORD-13979,2023-09-21,CUST-12220,New,Amazon Marketplace,Portable Charger 20k,SKU-CHG-008,Electronics,1,4879.69,0.0,4879.69,2586.24,2293.45,Mumbai,Maharashtra,UPI,Delivered,,XpressBees,5,2023-09-24,2023-09-26
ORD-13980,2023-09-21,CUST-10788,Returning,Organic Search,Mechanical Keyboard,SKU-KEY-004,Electronics,2,10110.48,1460.32,17300.32,11121.53,6178.79,Kolkata,West Bengal,Net Banking,Delivered,,Delhivery,6,2023-09-25,2023-09-27
ORD-13981,2023-09-21,CUST-10920,Returning,Referral,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,2,639.94,0.0,1279.88,447.96,831.92,Hyderabad,Telangana,Credit Card,Delivered,,XpressBees,3,2023-09-24,2023-09-24
ORD-13982,2023-09-21,CUST-10950,Returning,Instagram Ads,Yoga Mat Premium,SKU-YOG-006,Fitness,3,1649.84,0.0,4949.52,1880.82,3068.7,Kolkata,West Bengal,Credit Card,Returned,Size/fit issue,BlueDart,4,2023-09-23,2023-09-25
ORD-13983,2023-09-22,CUST-11544,New,Google Ads,Running Shoes V3,SKU-RUN-010,Footwear,1,8457.57,1532.38,6925.19,3805.91,3119.28,Pune,Maharashtra,UPI,Delivered,,Delhivery,5,2023-09-26,2023-09-27
ORD-13984,2023-09-22,CUST-11091,Returning,Direct Website,Coffee Grinder Mini,SKU-COF-009,Kitchen,1,4090.72,0.0,4090.72,1636.29,2454.43,Mumbai,Maharashtra,Cash on Delivery,Delivered,,XpressBees,3,2023-09-25,2023-09-25
ORD-13985,2023-09-22,CUST-10784,Returning,Amazon Marketplace,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,2,3451.27,0.0,6902.54,3451.27,3451.27,Chennai,Tamil Nadu,Wallet,Delivered,,XpressBees,5,2023-09-25,2023-09-27
ORD-13986,2023-09-22,CUST-11431,New,Flipkart Marketplace,Wireless Earbuds Pro,SKU-EAR-001,Electronics,3,4226.26,405.55,11462.13,6592.97,4869.16,Mumbai,Maharashtra,UPI,Delivered,,Ekart,5,2023-09-27,2023-09-27
ORD-13987,2023-09-23,CUST-11367,Returning,Instagram Ads,Coffee Grinder Mini,SKU-COF-009,Kitchen,2,2592.17,0.0,5184.34,2073.74,3110.6,Mumbai,Maharashtra,Debit Card,Delivered,,Delhivery,4,2023-09-27,2023-09-27
ORD-13988,2023-09-23,CUST-11720,New,Google Ads,Coffee Grinder Mini,SKU-COF-009,Kitchen,2,4453.97,0.0,8907.94,3563.18,5344.76,Mumbai,Maharashtra,Debit Card,Shipped,,Ekart,6,2023-09-28,2023-09-29
ORD-13989,2023-09-23,CUST-10884,Returning,Email Campaign,Smart LED Bulb,SKU-LED-007,Smart Home,1,1490.88,303.72,1187.16,626.17,560.99,Kolkata,West Bengal,Wallet,Delivered,,BlueDart,1,2023-09-25,2023-09-24
ORD-13990,2023-09-23,CUST-13332,At-Risk,Direct Website,Smart LED Bulb,SKU-LED-007,Smart Home,3,1344.14,0.0,4032.42,1693.62,2338.8,Hyderabad,Telangana,Credit Card,Delivered,,DTDC,6,2023-09-29,2023-09-29
ORD-13991,2023-09-24,CUST-11189,Returning,Organic Search,Yoga Mat Premium,SKU-YOG-006,Fitness,3,2010.57,0.0,6031.71,2292.05,3739.66,Pune,Maharashtra,UPI,Delivered,,DTDC,3,2023-09-30,2023-09-27
ORD-13992,2023-09-24,CUST-12173,New,Referral,Wireless Earbuds Pro,SKU-EAR-001,Electronics,1,4889.07,689.29,4199.78,2542.32,1657.46,Chennai,Tamil Nadu,Credit Card,Delivered,,XpressBees,3,2023-09-27,2023-09-27
ORD-13993,2023-09-25,CUST-10873,Returning,Google Ads,Fitness Tracker X2,SKU-FIT-002,Electronics,3,7434.15,0.0,22302.45,10705.18,11597.27,Mumbai,Maharashtra,Debit Card,Delivered,,Delhivery,5,2023-09-29,2023-09-30
ORD-13994,2023-09-25,CUST-10581,Loyal,Instagram Ads,Fitness Tracker X2,SKU-FIT-002,Electronics,1,6416.15,1532.54,4883.61,3079.75,1803.86,Chennai,Tamil Nadu,Credit Card,Delivered,,BlueDart,4,2023-09-27,2023-09-29
ORD-13995,2023-09-26,CUST-11042,Returning,Direct Website,Running Shoes V3,SKU-RUN-010,Footwear,2,9408.58,1855.7,15105.76,8467.72,6638.04,Mumbai,Maharashtra,UPI,Delivered,,BlueDart,1,2023-09-28,2023-09-27
ORD-13996,2023-09-26,CUST-11194,Returning,Instagram Ads,Wireless Earbuds Pro,SKU-EAR-001,Electronics,3,6166.24,983.94,15546.9,9619.33,5927.57,Mumbai,Maharashtra,Net Banking,Shipped,,Delhivery,6,2023-09-30,2023-10-02
ORD-13997,2023-09-26,CUST-10532,Loyal,Organic Search,Yoga Mat Premium,SKU-YOG-006,Fitness,3,1667.32,0.0,5001.96,1900.74,3101.22,Delhi,Delhi,Cash on Delivery,Refunded,Size/fit issue,DTDC,3,2023-10-02,2023-09-29
ORD-13998,2023-09-26,CUST-11947,New,Google Ads,Mechanical Keyboard,SKU-KEY-004,Electronics,1,5710.05,0.0,5710.05,3140.53,2569.52,Mumbai,Maharashtra,Credit Card,Delivered,,Delhivery,2,2023-09-30,2023-09-28
ORD-13999,2023-09-26,CUST-10764,Returning,Organic Search,Wireless Earbuds Pro,SKU-EAR-001,Electronics,1,4593.4,0.0,4593.4,2388.57,2204.83,Pune,Maharashtra,Credit Card,Delivered,,XpressBees,3,2023-09-29,2023-09-29
ORD-14000,2023-09-26,CUST-11461,New,Amazon Marketplace,Running Shoes V3,SKU-RUN-010,Footwear,3,7345.34,0.0,22036.02,9916.21,12119.81,Chennai,Tamil Nadu,Credit Card,Delivered,,BlueDart,2,2023-09-28,2023-09-28
ORD-14001,2023-09-26,CUST-10497,Loyal,Amazon Marketplace,Wireless Earbuds Pro,SKU-EAR-001,Electronics,1,4297.36,0.0,4297.36,2234.63,2062.73,Chennai,Tamil Nadu,Credit Card,Delivered,,DTDC,7,2023-10-02,2023-10-03
ORD-14002,2023-09-26,CUST-10926,Returning,Google Ads,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,4275.82,1055.87,9659.85,5130.98,4528.87,Ahmedabad,Gujarat,UPI,Delivered,,BlueDart,1,2023-09-28,2023-09-27
ORD-14003,2023-09-27,CUST-10608,Loyal,Instagram Ads,Portable Charger 20k,SKU-CHG-008,Electronics,1,2059.49,0.0,2059.49,1091.53,967.96,Bengaluru,Karnataka,Credit Card,Delivered,,Delhivery,4,2023-10-01,2023-10-01
ORD-14004,2023-09-27,CUST-10738,Returning,Google Ads,Portable Charger 20k,SKU-CHG-008,Electronics,1,2734.61,0.0,2734.61,1449.34,1285.27,Hyderabad,Telangana,Credit Card,Delivered,,BlueDart,4,2023-09-29,2023-10-01
ORD-14005,2023-09-27,CUST-11541,New,Organic Search,Fitness Tracker X2,SKU-FIT-002,Electronics,2,8406.49,0.0,16812.98,8070.23,8742.75,Bengaluru,Karnataka,Wallet,Delivered,,XpressBees,2,2023-09-30,2023-09-29
ORD-14006,2023-09-27,CUST-10270,Loyal,Instagram Ads,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,4434.12,0.0,13302.36,5320.94,7981.42,Mumbai,Maharashtra,UPI,Delivered,,BlueDart,2,2023-09-29,2023-09-29
ORD-14007,2023-09-28,CUST-10423,Loyal,Google Ads,Yoga Mat Premium,SKU-YOG-006,Fitness,1,1631.39,0.0,1631.39,619.93,1011.46,Kolkata,West Bengal,UPI,Delivered,,BlueDart,3,2023-09-30,2023-10-01
ORD-14008,2023-09-28,CUST-10621,Loyal,Google Ads,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,3,1528.23,0.0,4584.69,2292.35,2292.34,Hyderabad,Telangana,Credit Card,Shipped,,Delhivery,4,2023-10-02,2023-10-02
ORD-14009,2023-09-29,CUST-10471,Loyal,Direct Website,Smart LED Bulb,SKU-LED-007,Smart Home,3,1144.27,0.0,3432.81,1441.78,1991.03,Chennai,Tamil Nadu,Cash on Delivery,Delivered,,BlueDart,2,2023-10-01,2023-10-01
ORD-14010,2023-09-29,CUST-10301,Loyal,Email Campaign,Mechanical Keyboard,SKU-KEY-004,Electronics,1,8540.28,0.0,8540.28,4697.15,3843.13,Delhi,Delhi,Credit Card,Delivered,,Delhivery,2,2023-10-03,2023-10-01
ORD-14011,2023-09-29,CUST-12271,New,Amazon Marketplace,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,1,708.17,0.0,708.17,247.86,460.31,Kolkata,West Bengal,UPI,Delivered,,Delhivery,4,2023-10-03,2023-10-03
ORD-14012,2023-09-29,CUST-10280,Loyal,Flipkart Marketplace,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,2,537.85,0.0,1075.7,376.5,699.2,Hyderabad,Telangana,Credit Card,Delivered,,DTDC,10,2023-10-05,2023-10-09
ORD-14013,2023-09-29,CUST-11380,Returning,Flipkart Marketplace,Yoga Mat Premium,SKU-YOG-006,Fitness,2,1382.2,96.98,2570.44,1050.47,1519.97,Mumbai,Maharashtra,UPI,Delivered,,Ekart,7,2023-10-04,2023-10-06
ORD-14014,2023-09-29,CUST-10831,Returning,Amazon Marketplace,Smart LED Bulb,SKU-LED-007,Smart Home,1,1525.54,253.57,1271.97,640.73,631.24,Delhi,Delhi,Credit Card,Delivered,,Ekart,6,2023-10-04,2023-10-05
ORD-14015,2023-09-30,CUST-10282,Loyal,Organic Search,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,2,779.17,133.26,1291.82,545.42,746.4,Bengaluru,Karnataka,Debit Card,Delivered,,XpressBees,2,2023-10-03,2023-10-02
ORD-14016,2023-09-30,CUST-10511,Loyal,Amazon Marketplace,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,3,807.17,0.0,2421.51,847.53,1573.98,Delhi,Delhi,Credit Card,Delivered,,BlueDart,1,2023-10-02,2023-10-01
ORD-14017,2023-09-30,CUST-10188,Loyal,Google Ads,Running Shoes V3,SKU-RUN-010,Footwear,1,5372.53,321.94,5050.59,2417.64,2632.95,Mumbai,Maharashtra,Debit Card,Delivered,,BlueDart,3,2023-10-02,2023-10-03
ORD-14018,2023-10-01,CUST-10165,Loyal,Organic Search,Yoga Mat Premium,SKU-YOG-006,Fitness,1,1434.61,0.0,1434.61,545.15,889.46,Delhi,Delhi,UPI,Delivered,,BlueDart,2,2023-10-03,2023-10-03
ORD-14019,2023-10-01,CUST-10619,Loyal,Flipkart Marketplace,Coffee Grinder Mini,SKU-COF-009,Kitchen,3,2528.61,0.0,7585.83,3034.33,4551.5,Mumbai,Maharashtra,Debit Card,Cancelled,,DTDC,4,2023-10-07,2023-10-05
ORD-14020,2023-10-01,CUST-11951,New,Email Campaign,Mechanical Keyboard,SKU-KEY-004,Electronics,2,13411.09,0.0,26822.18,14752.2,12069.98,Delhi,Delhi,Wallet,Delivered,,XpressBees,2,2023-10-04,2023-10-03
ORD-14021,2023-10-01,CUST-10686,Loyal,Email Campaign,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,3,621.81,0.0,1865.43,652.9,1212.53,Chennai,Tamil Nadu,Credit Card,Delivered,,DTDC,4,2023-10-07,2023-10-05
ORD-14022,2023-10-02,CUST-11170,Returning,Email Campaign,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,2,768.29,66.02,1404.54,537.8,866.74,Hyderabad,Telangana,Net Banking,Delivered,,DTDC,3,2023-10-08,2023-10-05
ORD-14023,2023-10-02,CUST-10221,Loyal,Amazon Marketplace,Yoga Mat Premium,SKU-YOG-006,Fitness,3,1844.56,0.0,5533.68,2102.8,3430.88,Bengaluru,Karnataka,Credit Card,Returned,Wrong item delivered,BlueDart,3,2023-10-04,2023-10-05
ORD-14024,2023-10-02,CUST-12605,New,Direct Website,Portable Charger 20k,SKU-CHG-008,Electronics,3,4779.45,0.0,14338.35,7599.33,6739.02,Jaipur,Rajasthan,Debit Card,Delivered,,BlueDart,2,2023-10-04,2023-10-04
ORD-14025,2023-10-02,CUST-10570,Loyal,Google Ads,Yoga Mat Premium,SKU-YOG-006,Fitness,2,1506.44,0.0,3012.88,1144.89,1867.99,Mumbai,Maharashtra,UPI,Delivered,,DTDC,8,2023-10-08,2023-10-10
ORD-14026,2023-10-02,CUST-10326,Loyal,Flipkart Marketplace,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,2,648.83,0.0,1297.66,454.18,843.48,Chennai,Tamil Nadu,Wallet,Delivered,,Ekart,3,2023-10-07,2023-10-05
ORD-14027,2023-10-02,CUST-10610,Loyal,Referral,Running Shoes V3,SKU-RUN-010,Footwear,2,9144.73,0.0,18289.46,8230.26,10059.2,Chennai,Tamil Nadu,UPI,Returned,Better price elsewhere,XpressBees,4,2023-10-05,2023-10-06
ORD-14028,2023-10-02,CUST-13237,At-Risk,Email Campaign,Yoga Mat Premium,SKU-YOG-006,Fitness,1,1048.6,0.0,1048.6,398.47,650.13,Hyderabad,Telangana,UPI,Delivered,,Delhivery,2,2023-10-06,2023-10-04
ORD-14029,2023-10-02,CUST-11346,Returning,Google Ads,Mechanical Keyboard,SKU-KEY-004,Electronics,2,9899.43,0.0,19798.86,10889.37,8909.49,Delhi,Delhi,UPI,Delivered,,Ekart,7,2023-10-07,2023-10-09
ORD-14030,2023-10-02,CUST-10208,Loyal,Amazon Marketplace,Wireless Earbuds Pro,SKU-EAR-001,Electronics,2,3611.28,0.0,7222.56,3755.73,3466.83,Hyderabad,Telangana,Credit Card,Delivered,,DTDC,4,2023-10-08,2023-10-06
ORD-14031,2023-10-03,CUST-10279,Loyal,Flipkart Marketplace,Yoga Mat Premium,SKU-YOG-006,Fitness,3,2862.81,0.0,8588.43,3263.6,5324.83,Bengaluru,Karnataka,Debit Card,Delivered,,Ekart,6,2023-10-08,2023-10-09
ORD-14032,2023-10-03,CUST-11990,New,Google Ads,Smart LED Bulb,SKU-LED-007,Smart Home,3,1632.18,0.0,4896.54,2056.55,2839.99,Mumbai,Maharashtra,Debit Card,Delivered,,XpressBees,4,2023-10-06,2023-10-07
ORD-14033,2023-10-03,CUST-12419,New,Instagram Ads,Running Shoes V3,SKU-RUN-010,Footwear,2,2400.79,0.0,4801.58,2160.71,2640.87,Delhi,Delhi,UPI,Delivered,,XpressBees,2,2023-10-06,2023-10-05
ORD-14034,2023-10-03,CUST-10142,Loyal,Referral,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,3,930.37,0.0,2791.11,976.89,1814.22,Bengaluru,Karnataka,Debit Card,Delivered,,DTDC,3,2023-10-09,2023-10-06
ORD-14035,2023-10-04,CUST-10507,Loyal,Organic Search,Fitness Tracker X2,SKU-FIT-002,Electronics,2,7371.16,0.0,14742.32,7076.31,7666.01,Bengaluru,Karnataka,UPI,Delivered,,Delhivery,5,2023-10-08,2023-10-09
ORD-14036,2023-10-04,CUST-10081,Loyal,Direct Website,Running Shoes V3,SKU-RUN-010,Footwear,2,6860.93,364.39,12993.08,6174.84,6818.24,Mumbai,Maharashtra,Net Banking,Delivered,,DTDC,3,2023-10-10,2023-10-07
ORD-14037,2023-10-04,CUST-10214,Loyal,Amazon Marketplace,Yoga Mat Premium,SKU-YOG-006,Fitness,1,1213.94,180.97,1032.97,461.3,571.67,Delhi,Delhi,UPI,Returned,Changed mind,XpressBees,4,2023-10-07,2023-10-08
ORD-14038,2023-10-04,CUST-10237,Loyal,Instagram Ads,Wireless Earbuds Pro,SKU-EAR-001,Electronics,1,2218.84,0.0,2218.84,1153.8,1065.04,Hyderabad,Telangana,Credit Card,Delivered,,DTDC,8,2023-10-10,2023-10-12
ORD-14039,2023-10-04,CUST-10791,Returning,Amazon Marketplace,Fitness Tracker X2,SKU-FIT-002,Electronics,3,6895.04,0.0,20685.12,9928.86,10756.26,Pune,Maharashtra,Credit Card,Delivered,,Delhivery,5,2023-10-08,2023-10-09
ORD-14040,2023-10-04,CUST-10021,Loyal,Instagram Ads,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,1,2301.17,0.0,2301.17,1150.58,1150.59,Pune,Maharashtra,Credit Card,Delivered,,BlueDart,4,2023-10-06,2023-10-08
ORD-14041,2023-10-05,CUST-11734,New,Organic Search,Smart LED Bulb,SKU-LED-007,Smart Home,1,1859.46,326.54,1532.92,780.97,751.95,Hyderabad,Telangana,Debit Card,Delivered,,BlueDart,2,2023-10-07,2023-10-07
ORD-14042,2023-10-05,CUST-10696,Loyal,Referral,Bamboo Water Bottle,SKU-LIF-003,Lifestyle,1,529.53,0.0,529.53,185.34,344.19,Mumbai,Maharashtra,Wallet,Delivered,,Delhivery,4,2023-10-09,2023-10-09
ORD-14043,2023-10-05,CUST-10692,Loyal,Email Campaign,Mechanical Keyboard,SKU-KEY-004,Electronics,3,10324.76,0.0,30974.28,17035.85,13938.43,Delhi,Delhi,Credit Card,Delivered,,Ekart,7,2023-10-10,2023-10-12
ORD-14044,2023-10-06,CUST-13171,At-Risk,Organic Search,Portable Charger 20k,SKU-CHG-008,Electronics,1,2600.64,0.0,2600.64,1378.34,1222.3,Pune,Maharashtra,Credit Card,Delivered,,Delhivery,6,2023-10-10,2023-10-12
ORD-14045,2023-10-06,CUST-10571,Loyal,Email Campaign,Running Shoes V3,SKU-RUN-010,Footwear,1,7471.57,0.0,7471.57,3362.21,4109.36,Delhi,Delhi,UPI,Cancelled,,Delhivery,4,2023-10-10,2023-10-10
ORD-14046,2023-10-06,CUST-10071,Loyal,Amazon Marketplace,USB-C Hub 7-in-1,SKU-HUB-005,Electronics,2,1077.21,81.39,1991.64,1077.21,914.43,Chennai,Tamil Nadu,Debit Card,Delivered,,DTDC,6,2023-10-12,2023-10-12
